financial_year,state,area_of_expenditure,broad_source_of_funding,real_expenditure_millions
1998-99,SA,Capital expenditure,Government,93
1998-99,SA,Capital expenditure,Non-government,51
1998-99,SA,Community health,Government,65
1998-99,SA,Community health,Government,286
1998-99,SA,Community health,Non-government,0
1998-99,SA,Dental services,Government,27
1998-99,SA,Dental services,Government,45
1998-99,SA,Dental services,Non-government,101
1998-99,SA,Dental services,Non-government,1
1998-99,SA,Dental services,Non-government,75
1998-99,SA,Medical expense tax rebate,Government,13
1998-99,SA,Medical expense tax rebate,Non-government,-13
1998-99,SA,Medical services,Government,876
1998-99,SA,Medical services,Non-government,72
1998-99,SA,Medical services,Non-government,112
1998-99,SA,Medical services,Non-government,37
1998-99,SA,Other health practitioners,Government,34
1998-99,SA,Other health practitioners,Non-government,5
1998-99,SA,Other health practitioners,Non-government,29
1998-99,SA,Other health practitioners,Non-government,36
1998-99,SA,Patient transport services,Government,7
1998-99,SA,Patient transport services,Government,56
1998-99,SA,Patient transport services,Non-government,39
1998-99,SA,Patient transport services,Non-government,8
1998-99,SA,Patient transport services,Non-government,2
1998-99,SA,Private hospitals,Government,84
1998-99,SA,Private hospitals,Non-government,22
1998-99,SA,Private hospitals,Non-government,47
1998-99,SA,Private hospitals,Non-government,267
1998-99,SA,Public health,Government,46
1998-99,SA,Public health,Government,80
1998-99,SA,Public health,Non-government,3
1998-99,SA,Public health,Non-government,0
1998-99,SA,Public hospitals,Government,860
1998-99,SA,Public hospitals,Government,864
1998-99,SA,Public hospitals,Non-government,23
1998-99,SA,Public hospitals,Non-government,29
1998-99,SA,Public hospitals,Non-government,25
1998-99,SA,Research,Government,95
1998-99,SA,Research,Government,7
1998-99,SA,Research,Non-government,8
1998-99,TAS,Administration,Government,24
1998-99,TAS,Administration,Government,4
1998-99,TAS,Administration,Non-government,21
1998-99,TAS,Aids and appliances,Government,5
1998-99,TAS,Aids and appliances,Non-government,40
1998-99,TAS,Aids and appliances,Non-government,2
1998-99,TAS,Aids and appliances,Non-government,5
1998-99,TAS,All other medications,Government,1
1998-99,TAS,All other medications,Non-government,73
1998-99,TAS,All other medications,Non-government,2
1998-99,TAS,All other medications,Non-government,1
1998-99,TAS,Benefit-paid pharmaceuticals,Government,89
1998-99,TAS,Benefit-paid pharmaceuticals,Non-government,17
1998-99,TAS,Capital expenditure,Government,4
1998-99,TAS,Capital expenditure,Government,25
1998-99,TAS,Capital expenditure,Non-government,31
1998-99,TAS,Community health,Government,17
1998-99,TAS,Community health,Government,135
1998-99,TAS,Community health,Non-government,0
1998-99,TAS,Dental services,Government,7
1998-99,TAS,Dental services,Government,16
1998-99,TAS,Dental services,Non-government,40
1998-99,TAS,Dental services,Non-government,0
1998-99,TAS,Dental services,Non-government,17
1998-99,TAS,Medical expense tax rebate,Government,3
1998-99,TAS,Medical expense tax rebate,Non-government,-3
1998-99,TAS,Medical services,Government,267
1998-99,TAS,Medical services,Non-government,35
1998-99,TAS,Medical services,Non-government,22
1998-99,TAS,Medical services,Non-government,8
1998-99,TAS,Other health practitioners,Government,12
1998-99,TAS,Other health practitioners,Non-government,20
1998-99,TAS,Other health practitioners,Non-government,16
1998-99,TAS,Other health practitioners,Non-government,7
1998-99,TAS,Patient transport services,Government,2
1998-99,TAS,Patient transport services,Government,23
1998-99,TAS,Patient transport services,Non-government,2
1998-99,TAS,Patient transport services,Non-government,1
1998-99,TAS,Patient transport services,Non-government,0
1998-99,TAS,Private hospitals,Government,42
1998-99,TAS,Private hospitals,Non-government,40
1998-99,TAS,Private hospitals,Non-government,21
1998-99,TAS,Private hospitals,Non-government,85
1998-99,TAS,Public health,Government,19
1998-99,TAS,Public health,Government,31
1998-99,TAS,Public health,Non-government,2
1998-99,TAS,Public hospitals,Government,221
1998-99,TAS,Public hospitals,Government,193
1998-99,TAS,Public hospitals,Non-government,1
1998-99,TAS,Public hospitals,Non-government,22
1998-99,TAS,Public hospitals,Non-government,7
1998-99,TAS,Research,Government,8
1998-99,TAS,Research,Government,2
1998-99,TAS,Research,Non-government,2
1998-99,ACT,Administration,Government,54
1998-99,ACT,Administration,Government,19
1998-99,ACT,Administration,Non-government,0
1998-99,ACT,Aids and appliances,Government,2
1998-99,ACT,Aids and appliances,Non-government,13
1998-99,ACT,Aids and appliances,Non-government,1
1998-99,ACT,Aids and appliances,Non-government,0
1998-99,ACT,All other medications,Government,1
1998-99,ACT,All other medications,Non-government,26
1998-99,ACT,All other medications,Non-government,1
1998-99,ACT,All other medications,Non-government,0
1998-99,ACT,Benefit-paid pharmaceuticals,Government,36
1998-99,ACT,Benefit-paid pharmaceuticals,Non-government,10
1998-99,ACT,Capital expenditure,Government,12
1998-99,ACT,Capital expenditure,Government,19
1998-99,ACT,Capital expenditure,Non-government,0
1998-99,ACT,Community health,Government,7
1998-99,ACT,Community health,Government,97
1998-99,ACT,Community health,Non-government,0
1998-99,ACT,Dental services,Government,2
1998-99,ACT,Dental services,Government,9
1998-99,ACT,Dental services,Non-government,66
1998-99,ACT,Dental services,Non-government,0
1998-99,ACT,Dental services,Non-government,0
1998-99,ACT,Medical expense tax rebate,Government,7
1998-99,ACT,Medical expense tax rebate,Non-government,-7
1998-99,ACT,Medical services,Government,178
1998-99,ACT,Medical services,Non-government,64
1998-99,ACT,Medical services,Non-government,19
1998-99,ACT,Medical services,Non-government,0
1998-99,ACT,Other health practitioners,Government,6
1998-99,ACT,Other health practitioners,Non-government,36
1998-99,ACT,Other health practitioners,Non-government,16
1998-99,ACT,Other health practitioners,Non-government,0
1998-99,ACT,Patient transport services,Government,0
1998-99,ACT,Patient transport services,Government,7
1998-99,ACT,Patient transport services,Non-government,0
1998-99,ACT,Patient transport services,Non-government,1
1998-99,ACT,Patient transport services,Non-government,0
1998-99,ACT,Private hospitals,Government,10
1998-99,ACT,Private hospitals,Non-government,36
1998-99,ACT,Private hospitals,Non-government,16
1998-99,ACT,Private hospitals,Non-government,43
1998-99,ACT,Public health,Government,12
1998-99,ACT,Public health,Government,13
1998-99,ACT,Public health,Non-government,1
1998-99,ACT,Public hospitals,Government,126
1998-99,ACT,Public hospitals,Government,255
1998-99,ACT,Public hospitals,Non-government,3
1998-99,ACT,Public hospitals,Non-government,23
1998-99,ACT,Public hospitals,Non-government,9
1998-99,ACT,Research,Government,65
1998-99,ACT,Research,Government,10
1998-99,ACT,Research,Non-government,10
1998-99,NT,Administration,Government,7
1998-99,NT,Administration,Government,8
1998-99,NT,Administration,Non-government,21
1998-99,NT,Administration,Non-government,5
1998-99,NT,Aids and appliances,Government,2
1998-99,NT,Aids and appliances,Non-government,7
1998-99,NT,Aids and appliances,Non-government,1
1998-99,NT,Aids and appliances,Non-government,1
1998-99,NT,All other medications,Government,1
1998-99,NT,All other medications,Non-government,13
1998-99,NT,All other medications,Non-government,1
1998-99,NT,All other medications,Non-government,0
1998-99,NT,Benefit-paid pharmaceuticals,Government,11
1998-99,NT,Benefit-paid pharmaceuticals,Non-government,3
1998-99,NT,Capital expenditure,Government,3
1998-99,NT,Capital expenditure,Government,8
1998-99,NT,Capital expenditure,Non-government,0
1998-99,NT,Community health,Government,53
1998-99,NT,Community health,Government,117
1998-99,NT,Community health,Non-government,0
1998-99,NT,Dental services,Government,1
1998-99,NT,Dental services,Government,9
1998-99,NT,Dental services,Non-government,27
1998-99,NT,Dental services,Non-government,0
1998-99,NT,Dental services,Non-government,3
1998-99,NT,Medical expense tax rebate,Government,1
1998-99,NT,Medical expense tax rebate,Non-government,-1
1998-99,NT,Medical services,Government,58
1998-99,NT,Medical services,Non-government,11
1998-99,NT,Medical services,Non-government,9
1998-99,NT,Medical services,Non-government,2
1998-99,NT,Other health practitioners,Government,3
1998-99,NT,Other health practitioners,Non-government,13
1998-99,NT,Other health practitioners,Non-government,4
1998-99,NT,Other health practitioners,Non-government,1
1998-99,NT,Patient transport services,Government,5
1998-99,NT,Patient transport services,Government,27
1998-99,NT,Patient transport services,Non-government,1
1998-99,NT,Patient transport services,Non-government,1
1998-99,NT,Patient transport services,Non-government,0
1998-99,NT,Private hospitals,Government,5
1998-99,NT,Private hospitals,Non-government,-1
1998-99,NT,Private hospitals,Non-government,5
1998-99,NT,Private hospitals,Non-government,14
1998-99,NT,Public health,Government,15
1998-99,NT,Public health,Government,43
1998-99,NT,Public health,Non-government,0
1998-99,NT,Public hospitals,Government,123
1998-99,NT,Public hospitals,Government,114
1998-99,NT,Public hospitals,Non-government,1
1998-99,NT,Public hospitals,Non-government,26
1998-99,NT,Public hospitals,Non-government,1
1998-99,NT,Research,Government,5
1998-99,NT,Research,Government,4
1998-99,NT,Research,Non-government,3
1999-00,NSW,Administration,Government,357
1999-00,NSW,Administration,Non-government,284
1999-00,NSW,Aids and appliances,Government,101
1999-00,NSW,Aids and appliances,Non-government,376
1999-00,NSW,Aids and appliances,Non-government,20
1999-00,NSW,Aids and appliances,Non-government,61
1999-00,NSW,All other medications,Government,11
1999-00,NSW,All other medications,Non-government,818
1999-00,NSW,All other medications,Non-government,29
1999-00,NSW,All other medications,Non-government,14
1999-00,NSW,Benefit-paid pharmaceuticals,Government,1313
1999-00,NSW,Benefit-paid pharmaceuticals,Non-government,248
1999-00,NSW,Capital expenditure,Government,8
1999-00,NSW,Capital expenditure,Government,372
1999-00,NSW,Capital expenditure,Non-government,401
1999-00,NSW,Community health,Government,77
1999-00,NSW,Community health,Government,1177
1999-00,NSW,Community health,Non-government,3
1999-00,NSW,Community health,Non-government,0
1999-00,NSW,Dental services,Government,144
1999-00,NSW,Dental services,Government,135
1999-00,NSW,Dental services,Non-government,888
1999-00,NSW,Dental services,Non-government,8
1999-00,NSW,Dental services,Non-government,247
1999-00,NSW,Medical expense tax rebate,Government,101
1999-00,NSW,Medical expense tax rebate,Non-government,-101
1999-00,NSW,Medical services,Government,4555
1999-00,NSW,Medical services,Non-government,561
1999-00,NSW,Medical services,Non-government,394
1999-00,NSW,Medical services,Non-government,91
1999-00,NSW,Other health practitioners,Government,168
1999-00,NSW,Other health practitioners,Non-government,428
1999-00,NSW,Other health practitioners,Non-government,143
1999-00,NSW,Other health practitioners,Non-government,94
1999-00,NSW,Patient transport services,Government,50
1999-00,NSW,Patient transport services,Government,194
1999-00,NSW,Patient transport services,Non-government,13
1999-00,NSW,Patient transport services,Non-government,22
1999-00,NSW,Patient transport services,Non-government,60
1999-00,NSW,Private hospitals,Government,596
1999-00,NSW,Private hospitals,Non-government,86
1999-00,NSW,Private hospitals,Non-government,342
1999-00,NSW,Private hospitals,Non-government,714
1999-00,NSW,Public health,Government,224
1999-00,NSW,Public health,Government,178
1999-00,NSW,Public health,Non-government,8
1999-00,NSW,Public hospitals,Government,3480
1999-00,NSW,Public hospitals,Government,3925
1999-00,NSW,Public hospitals,Non-government,211
1999-00,NSW,Public hospitals,Non-government,354
1999-00,NSW,Public hospitals,Non-government,141
1999-00,NSW,Research,Government,273
1999-00,NSW,Research,Government,52
1999-00,NSW,Research,Non-government,32
1999-00,VIC,Administration,Government,255
1999-00,VIC,Administration,Government,97
1999-00,VIC,Administration,Non-government,184
1999-00,VIC,Aids and appliances,Government,70
1999-00,VIC,Aids and appliances,Non-government,365
1999-00,VIC,Aids and appliances,Non-government,10
1999-00,VIC,Aids and appliances,Non-government,23
1999-00,VIC,All other medications,Government,5
1999-00,VIC,All other medications,Non-government,714
1999-00,VIC,All other medications,Non-government,16
1999-00,VIC,All other medications,Non-government,3
1999-00,VIC,Benefit-paid pharmaceuticals,Government,896
1999-00,VIC,Benefit-paid pharmaceuticals,Non-government,171
1999-00,VIC,Capital expenditure,Government,8
1999-00,VIC,Capital expenditure,Government,339
1999-00,VIC,Capital expenditure,Non-government,382
