financial_year,state,area_of_expenditure,broad_source_of_funding,real_expenditure_millions
1998,ACT,Patient transport services,Other,0
1998,ACT,Private hospitals,Government,10
1998,ACT,Private hospitals,Other,36
1998,ACT,Private hospitals,Other,16
1998,ACT,Private hospitals,Other,43
1998,ACT,Public health,Government,12
1998,ACT,Public health,Government,13
1998,ACT,Public health,Other,1
1998,ACT,Public hospitals,Government,126
1998,ACT,Public hospitals,Government,255
1998,ACT,Public hospitals,Other,3
1998,ACT,Public hospitals,Other,23
1998,ACT,Public hospitals,Other,9
1998,ACT,Research,Government,65
1998,ACT,Research,Government,10
1998,ACT,Research,Other,10
1998,NT,Administration,Government,7
1998,NT,Administration,Government,8
1998,NT,Administration,Other,21
1998,NT,Administration,Other,5
1998,NT,Aids and appliances,Government,2
1998,NT,Aids and appliances,Other,7
1998,NT,Aids and appliances,Other,1
1998,NT,Aids and appliances,Other,1
1998,NT,All other medications,Government,1
1998,NT,All other medications,Other,13
1998,NT,All other medications,Other,1
1998,NT,All other medications,Other,0
1998,NT,Benefit,Government,11
1998,NT,Benefit,Other,3
1998,NT,Capital expenditure,Government,3
1998,NT,Capital expenditure,Government,8
1998,NT,Capital expenditure,Other,0
1998,NT,Community health,Government,53
1998,NT,Community health,Government,117
1998,NT,Community health,Other,0
1998,NT,Dental services,Government,1
1998,NT,Dental services,Government,9
1998,NT,Dental services,Other,27
1998,NT,Dental services,Other,0
1998,NT,Dental services,Other,3
1998,NT,Medical expense tax rebate,Government,1
1998,NT,Medical expense tax rebate,Other,
1998,NT,Medical services,Government,58
1998,NT,Medical services,Other,11
1998,NT,Medical services,Other,9
1998,NT,Medical services,Other,2
1998,NT,Other health practitioners,Government,3
1998,NT,Other health practitioners,Other,13
1998,NT,Other health practitioners,Other,4
1998,NT,Other health practitioners,Other,1
1998,NT,Patient transport services,Government,5
1998,NT,Patient transport services,Government,27
1998,NT,Patient transport services,Other,1
1998,NT,Patient transport services,Other,1
1998,NT,Patient transport services,Other,0
1998,NT,Private hospitals,Government,5
1998,NT,Private hospitals,Other,
1998,NT,Private hospitals,Other,5
1998,NT,Private hospitals,Other,14
1998,NT,Public health,Government,15
1998,NT,Public health,Government,43
1998,NT,Public health,Other,0
1998,NT,Public hospitals,Government,123
1998,NT,Public hospitals,Government,114
1998,NT,Public hospitals,Other,1
1998,NT,Public hospitals,Other,26
1998,NT,Public hospitals,Other,1
1998,NT,Research,Government,5
1998,NT,Research,Government,4
1998,NT,Research,Other,3
1999,NSW,Administration,Government,357
1999,NSW,Administration,Other,284
1999,NSW,Aids and appliances,Government,101
1999,NSW,Aids and appliances,Other,376
1999,NSW,Aids and appliances,Other,20
1999,NSW,Aids and appliances,Other,61
1999,NSW,All other medications,Government,11
1999,NSW,All other medications,Other,818
1999,NSW,All other medications,Other,29
1999,NSW,All other medications,Other,14
1999,NSW,Benefit,Government,1313
1999,NSW,Benefit,Other,248
1999,NSW,Capital expenditure,Government,8
1999,NSW,Capital expenditure,Government,372
1999,NSW,Capital expenditure,Other,401
1999,NSW,Community health,Government,77
1999,NSW,Community health,Government,1177
1999,NSW,Community health,Other,3
1999,NSW,Community health,Other,0
1999,NSW,Dental services,Government,144
1999,NSW,Dental services,Government,135
1999,NSW,Dental services,Other,888
1999,NSW,Dental services,Other,8
1999,NSW,Dental services,Other,247
1999,NSW,Medical expense tax rebate,Government,101
1999,NSW,Medical expense tax rebate,Other,
1999,NSW,Medical services,Government,4555
1999,NSW,Medical services,Other,561
1999,NSW,Medical services,Other,394
1999,NSW,Medical services,Other,91
1999,NSW,Other health practitioners,Government,168
1999,NSW,Other health practitioners,Other,428
1999,NSW,Other health practitioners,Other,143
1999,NSW,Other health practitioners,Other,94
1999,NSW,Patient transport services,Government,50
1999,NSW,Patient transport services,Government,194
1999,NSW,Patient transport services,Other,13
1999,NSW,Patient transport services,Other,22
1999,NSW,Patient transport services,Other,60
1999,NSW,Private hospitals,Government,596
1999,NSW,Private hospitals,Other,86
1999,NSW,Private hospitals,Other,342
1999,NSW,Private hospitals,Other,714
1999,NSW,Public health,Government,224
1999,NSW,Public health,Government,178
1999,NSW,Public health,Other,8
1999,NSW,Public hospitals,Government,3480
1999,NSW,Public hospitals,Government,3925
1999,NSW,Public hospitals,Other,211
1999,NSW,Public hospitals,Other,354
1999,NSW,Public hospitals,Other,141
1999,NSW,Research,Government,273
1999,NSW,Research,Government,52
1999,NSW,Research,Other,32
1999,VIC,Administration,Government,255
1999,VIC,Administration,Government,97
1999,VIC,Administration,Other,184
1999,VIC,Aids and appliances,Government,70
1999,VIC,Aids and appliances,Other,365
1999,VIC,Aids and appliances,Other,10
1999,VIC,Aids and appliances,Other,23
1999,VIC,All other medications,Government,5
1999,VIC,All other medications,Other,714
1999,VIC,All other medications,Other,16
1999,VIC,All other medications,Other,3
1999,VIC,Benefit,Government,896
1999,VIC,Benefit,Other,171
1999,VIC,Capital expenditure,Government,8
1999,VIC,Capital expenditure,Government,339
1999,VIC,Capital expenditure,Other,382
1999,VIC,Community health,Government,26
1999,VIC,Community health,Government,534
1999,VIC,Community health,Other,1
1999,VIC,Community health,Other,0
1999,VIC,Dental services,Government,67
1999,VIC,Dental services,Government,156
1999,VIC,Dental services,Other,945
1999,VIC,Dental services,Other,3
1999,VIC,Dental services,Other,104
1999,VIC,Medical expense tax rebate,Government,67
1999,VIC,Medical expense tax rebate,Other,
1999,VIC,Medical services,Government,3185
1999,VIC,Medical services,Other,381
1999,VIC,Medical services,Other,138
1999,VIC,Medical services,Other,121
1999,VIC,Other health practitioners,Government,108
1999,VIC,Other health practitioners,Other,523
1999,VIC,Other health practitioners,Other,77
1999,VIC,Other health practitioners,Other,51
1999,VIC,Patient transport services,Government,16
1999,VIC,Patient transport services,Government,93
1999,VIC,Patient transport services,Other,82
1999,VIC,Patient transport services,Other,15
1999,VIC,Patient transport services,Other,2
1999,VIC,Private hospitals,Government,485
1999,VIC,Private hospitals,Other,145
1999,VIC,Private hospitals,Other,237
1999,VIC,Private hospitals,Other,701
1999,VIC,Public health,Government,140
1999,VIC,Public health,Government,149
1999,VIC,Public health,Other,5
1999,VIC,Public hospitals,Government,2391
1999,VIC,Public hospitals,Government,2244
1999,VIC,Public hospitals,Other,142
1999,VIC,Public hospitals,Other,257
1999,VIC,Public hospitals,Other,54
1999,VIC,Research,Government,337
1999,VIC,Research,Government,108
1999,VIC,Research,Other,55
1999,QLD,Administration,Government,219
1999,QLD,Administration,Government,74
1999,QLD,Administration,Other,136
1999,QLD,Aids and appliances,Government,55
1999,QLD,Aids and appliances,Other,267
1999,QLD,Aids and appliances,Other,1
1999,QLD,Aids and appliances,Other,25
1999,QLD,All other medications,Government,6
1999,QLD,All other medications,Other,528
1999,QLD,All other medications,Other,1
1999,QLD,All other medications,Other,5
1999,QLD,Benefit,Government,638
1999,QLD,Benefit,Other,125
1999,QLD,Capital expenditure,Government,16
1999,QLD,Capital expenditure,Government,672
1999,QLD,Capital expenditure,Other,895
1999,QLD,Community health,Government,71
1999,QLD,Community health,Government,939
1999,QLD,Community health,Other,0
1999,QLD,Community health,Other,0
1999,QLD,Dental services,Government,67
1999,QLD,Dental services,Government,148
1999,QLD,Dental services,Other,278
1999,QLD,Dental services,Other,2
1999,QLD,Dental services,Other,101
1999,QLD,Medical expense tax rebate,Government,40
1999,QLD,Medical expense tax rebate,Other,
1999,QLD,Medical services,Government,2320
1999,QLD,Medical services,Other,303
1999,QLD,Medical services,Other,40
1999,QLD,Medical services,Other,57
1999,QLD,Other health practitioners,Government,92
1999,QLD,Other health practitioners,Other,265
1999,QLD,Other health practitioners,Other,19
1999,QLD,Other health practitioners,Other,46
1999,QLD,Patient transport services,Government,21
1999,QLD,Patient transport services,Government,212
1999,QLD,Patient transport services,Other,78
1999,QLD,Patient transport services,Other,4
1999,QLD,Patient transport services,Other,3
1999,QLD,Private hospitals,Government,512
1999,QLD,Private hospitals,Other,103
1999,QLD,Private hospitals,Other,142
1999,QLD,Private hospitals,Other,534
1999,QLD,Public health,Government,116
1999,QLD,Public health,Government,99
1999,QLD,Public health,Other,5
1999,QLD,Public hospitals,Government,1761
1999,QLD,Public hospitals,Government,1859
1999,QLD,Public hospitals,Other,22
1999,QLD,Public hospitals,Other,78
1999,QLD,Public hospitals,Other,30
1999,QLD,Research,Government,144
1999,QLD,Research,Government,24
1999,QLD,Research,Other,12
1999,WA,Administration,Government,145
1999,WA,Administration,Government,60
1999,WA,Administration,Other,51
1999,WA,Administration,Other,72
1999,WA,Aids and appliances,Government,29
1999,WA,Aids and appliances,Other,95
1999,WA,Aids and appliances,Other,6
1999,WA,Aids and appliances,Other,21
1999,WA,All other medications,Government,4
1999,WA,All other medications,Other,191
1999,WA,All other medications,Other,9
1999,WA,All other medications,Other,3
1999,WA,Benefit,Government,294
1999,WA,Benefit,Other,62
1999,WA,Capital expenditure,Government,3
1999,WA,Capital expenditure,Government,105
1999,WA,Capital expenditure,Other,145
1999,WA,Community health,Government,47
1999,WA,Community health,Government,259
1999,WA,Community health,Other,7
1999,WA,Community health,Other,1
1999,WA,Community health,Other,0
1999,WA,Dental services,Government,54
1999,WA,Dental services,Government,53
1999,WA,Dental services,Other,229
1999,WA,Dental services,Other,2
1999,WA,Dental services,Other,103
1999,WA,Medical expense tax rebate,Government,18
1999,WA,Medical expense tax rebate,Other,
1999,WA,Medical services,Government,1133
1999,WA,Medical services,Other,151
1999,WA,Medical services,Other,102
1999,WA,Medical services,Other,28
1999,WA,Other health practitioners,Government,47
1999,WA,Other health practitioners,Other,12
1999,WA,Other health practitioners,Other,45
1999,WA,Other health practitioners,Other,37
1999,WA,Patient transport services,Government,20
1999,WA,Patient transport services,Government,39
1999,WA,Patient transport services,Other,17
1999,WA,Patient transport services,Other,5
1999,WA,Patient transport services,Other,12
1999,WA,Private hospitals,Government,218
1999,WA,Private hospitals,Other,111
1999,WA,Private hospitals,Other,81
1999,WA,Private hospitals,Other,280
1999,WA,Public health,Government,60
1999,WA,Public health,Government,79
1999,WA,Public health,Other,0
1999,WA,Public health,Other,2
1999,WA,Public hospitals,Government,973
1999,WA,Public hospitals,Government,1141
1999,WA,Public hospitals,Other,16
1999,WA,Public hospitals,Other,82
1999,WA,Public hospitals,Other,27
1999,WA,Research,Government,91
1999,WA,Research,Government,18
1999,WA,Research,Other,10
1999,SA,Administration,Government,147
1999,SA,Administration,Government,127
1999,SA,Administration,Other,68
1999,SA,Aids and appliances,Government,23
1999,SA,Aids and appliances,Other,74
1999,SA,Aids and appliances,Other,3
1999,SA,Aids and appliances,Other,16
1999,SA,All other medications,Government,4
1999,SA,All other medications,Other,146
1999,SA,All other medications,Other,3
1999,SA,All other medications,Other,2
1999,SA,Benefit,Government,299
1999,SA,Benefit,Other,56
1999,SA,Capital expenditure,Government,1
1999,SA,Capital expenditure,Government,138
1999,SA,Capital expenditure,Other,57
1999,SA,Community health,Government,25
1999,SA,Community health,Government,279
1999,SA,Community health,Other,0
1999,SA,Community health,Other,0
1999,SA,Dental services,Government,36
1999,SA,Dental services,Government,44
1999,SA,Dental services,Other,91
1999,SA,Dental services,Other,1
1999,SA,Dental services,Other,62
1999,SA,Medical expense tax rebate,Government,14
1999,SA,Medical expense tax rebate,Other,
1999,SA,Medical services,Government,914
1999,SA,Medical services,Other,94
1999,SA,Medical services,Other,110
1999,SA,Medical services,Other,36
1999,SA,Other health practitioners,Government,40
1999,SA,Other health practitioners,Other,5
1999,SA,Other health practitioners,Other,24
1999,SA,Other health practitioners,Other,33
1999,SA,Patient transport services,Government,12
1999,SA,Patient transport services,Government,52
1999,SA,Patient transport services,Other,35
1999,SA,Patient transport services,Other,8
1999,SA,Patient transport services,Other,2
1999,SA,Private hospitals,Government,133
1999,SA,Private hospitals,Other,13
1999,SA,Private hospitals,Other,53
1999,SA,Private hospitals,Other,243
1999,SA,Public health,Government,56
1999,SA,Public health,Government,64
1999,SA,Public health,Other,0
1999,SA,Public health,Other,2
1999,SA,Public hospitals,Government,981
1999,SA,Public hospitals,Government,885
1999,SA,Public hospitals,Other,11
1999,SA,Public hospitals,Other,28
1999,SA,Public hospitals,Other,21
1999,SA,Research,Government,122
1999,SA,Research,Government,19
1999,SA,Research,Other,7
1999,TAS,Administration,Government,62
1999,TAS,Administration,Government,0
1999,TAS,Administration,Other,21
1999,TAS,Aids and appliances,Government,7
1999,TAS,Aids and appliances,Other,33
1999,TAS,Aids and appliances,Other,1
1999,TAS,Aids and appliances,Other,5
1999,TAS,All other medications,Government,2
1999,TAS,All other medications,Other,60
1999,TAS,All other medications,Other,2
1999,TAS,All other medications,Other,1
1999,TAS,Benefit,Government,101
1999,TAS,Benefit,Other,18
1999,TAS,Capital expenditure,Government,1
1999,TAS,Capital expenditure,Government,8
1999,TAS,Capital expenditure,Other,48
1999,TAS,Community health,Government,8
1999,TAS,Community health,Government,150
1999,TAS,Community health,Other,0
1999,TAS,Community health,Other,0
1999,TAS,Dental services,Government,9
1999,TAS,Dental services,Government,0
1999,TAS,Dental services,Other,39
1999,TAS,Dental services,Other,0
1999,TAS,Dental services,Other,14
1999,TAS,Medical expense tax rebate,Government,3
1999,TAS,Medical expense tax rebate,Other,
1999,TAS,Medical services,Government,282
1999,TAS,Medical services,Other,39
1999,TAS,Medical services,Other,22
1999,TAS,Medical services,Other,7
1999,TAS,Other health practitioners,Government,13
1999,TAS,Other health practitioners,Other,21
1999,TAS,Other health practitioners,Other,14
